id_unico,nome,cep,descricao,funcao_social,data_inicial_prevista,data_final_prevista,data_cadastro,especie,natureza,situacao,uf,is_modelada_por_bim,data_situacao,executor_nome,eixo_descricao,tipo_descricao,subtipo_descricao,origem_recurso,valor_total_previsto
3226.53-87,Construção Biblioteca Campus Recanto das Emas,1,"Construção de uma edificação que abrigará a nova Biblioteca do Campus Recanto das Emas. A edificação será moderna, com ambientes bem iluminados e ventilados. ",atender a comunidade acadêmica do Campus Recanto das Emas,2021-10-18,2022-08-31,2021-08-05,Construção,Obra,Cadastrada,DF,,2021-08-05,INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA,Social,Educação,Educação,Federal,1300000.0
5954.53-20,"Contratação de empresa especializada em desenvolver projetos estruturais e execução de sondagem de solo do estande de tiros do Comando de Operações Táticas - COT da Polícia Federal, localizado setor p",,"Contratação de empresa especializada em desenvolver projetos estruturais e execução de sondagem de solo do estande de tiros do Comando de Operações Táticas - COT da Polícia Federal, localizado setor policial Militar sul, Brasília/DF",Segurança Pública,2022-04-25,2022-07-29,2022-04-27,Construção,Projeto,Cadastrada,DF,False,2022-04-27,DEPARTAMENTO DE POLICIA FEDERAL,Administrativo,Segurança Pública,Obras em Imóveis de Uso Público,Federal,12500.0
5956.53-55,IMPERMEABILIZAÇÃO DA COBERTURA DO AMBULATÓRIO II DO HUB,,"Contratação semi-integrada de empresa de arquitetura e engenharia para elaboração do projeto executivo de impermeabilização e execução de obra de impermeabilização, com fornecimento de mão de obra, ferramentas, equipamentos, instrumentos e materiais​, para sanar infiltrações existentes na Cobertura do Ambulatório II do Hospital Universitário de Brasília – HUB","As atividades desenvolvidas no local são ambulatoriais e promovidas pelo SUS, atendendo pacientes de baixo poder aquisitivo. Além disso, por estar em um hospital universitário, o Ambulatório II passa a ser um centro de formação de recursos humanos e de desenvolvimento de tecnologia para a área de saúde.",2022-01-11,2022-08-09,2022-04-28,Recuperação,Obra,Cadastrada,DF,False,2022-04-28,"EBSERH HOSPITAL UNIVERSITARIO DE BRASILIA, EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES",Administrativo,Saúde,Instituições Hospitalares Federais,Federal,605400.0
33858.53-01,contratação de empresa especializada para elaboração de projeto executivo de proteção e proteção contra incêndio (PPCI) para as instalações da Diretoria de Ensino da Academia Nacional de Polícia.,,contratação de empresa especializada para elaboração de projeto executivo de proteção e proteção contra incêndio (PPCI) para as instalações da Diretoria de Ensino da Academia Nacional de Polícia.,Segurança Pública,2024-02-01,2025-02-01,2024-01-30,Construção,Projeto,Cadastrada,DF,False,2024-01-30,DEPARTAMENTO DE POLICIA FEDERAL,Administrativo,Segurança Pública,Obras em Imóveis de Uso Público,Federal,75999.11
6351.53-34,PP - 940/2014 - EVTEA - Estudos para o planejamento da infraestrutura de transportes sob competência do DNIT.,,"Elaboração de Estudo de Viabilidade Técnica, Econômica e Ambiental – EVTEA, para execução de serviços técnicos e desenvolvimento de estudos para o planejamento da infraestrutura de transportes sob competência do DNIT.",Ampliação da capacidade de trafego visando a melhoria da segurança do usuário.,2014-11-03,2022-10-31,2022-07-11,Ampliação,Estudo,Cadastrada,DF,False,2022-07-11,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,68773418.02
6463.53-16,iPAVe,,"Prestação de serviço técnico especializado para caracterização de pavimentos rodoviários com tecnologia exclusiva, denominada iPAVe, para fins de planejamento, na malha rodoviária federal sob responsabilidade deste Departamento.",Ampliação da capacidade de trafego visando a melhoria da segurança do usuário.,2022-09-01,2023-02-01,2022-08-03,Recuperação,Estudo,Cadastrada,DF,False,2022-08-03,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,7246823.0
6379.53-99,"Projeto, construção e monitoramento de Edifícios de Balanço Energético quase Nulo - Near Zero Energy Buildings - NZEBs",,"viabilizar a construção de projetos de NZEBs (Edificações de Balanço Energético quase Nulo). Segundo a definição do próprio edital, NZEBs são ""edificações de alta eficiência energética com geração distribuída associada, de fonte renovável, que alcançam balanço energético anual energético próximo a zero."" O edital prevê a construção de até 4 NZEBs, podendo participar quaisquer instituições (será selecionada uma por instituição). O Edital prevê que, após construída, a edificação deverá necessariamente prever a visitação pública e o monitoramento e medição do consumo energético da mesma, tendo caráter demonstrativo e de divulgação de boas práticas de sustentabilidade e eficiência energética.","viabilizar a construção de projetos de NZEBs (Edificações de Balanço Energético quase Nulo). Segundo a definição do próprio edital, NZEBs são ""edificações de alta eficiência energética com geração distribuída associada, de fonte renovável, que alcançam balanço energético anual energético próximo a zero."" O edital prevê a construção de até 4 NZEBs, podendo participar quaisquer instituições (será selecionada uma por instituição). O Edital prevê que, após construída, a edificação deverá necessariamente prever a visitação pública e o monitoramento e medição do consumo energético da mesma, tendo caráter demonstrativo e de divulgação de boas práticas de sustentabilidade e eficiência energética.",2023-01-01,2025-01-01,2022-07-14,Construção,Obra,Cadastrada,DF,False,2022-07-14,FUNDACAO UNIVERSIDADE DE BRASILIA,Administrativo,Administrativo,Educação,Federal,993144.25
42177.53-73,Construção de um Abatedouro de Aves de Pequeno Porte no Campus Planaltina do Instituto Federal de Brasília,73.380-900,"O objetivo desta intervenção é a construção de um Abatedouro de Aves de Pequeno Porte no Campus Planaltina do Instituto Federal de
Brasília.
Esta contratação é necessária pois visa atender e incrementar a produção avícola familiar no Distrito Federal, além de possibilitar o desenvolvimento do ensino, pesquisa e extensão
relativos a esta atividade, sendo aderente aos cursos ofertados pelo campus, gerando, desta
forma, um crescimento social e tecnico-científico bastante almejado para toda a comunidade envolvida. Como possui uma vasta área agrícola, o Campus Planaltina manifesta ter local
apropriado do ponto de vista sanitário e sem o impedimento legal de distância mínima entre estabelecimentos avícolas para a concretização deste projeto, considerando as legislações
vigentes.
A proposta é construir um novo espaço que beneficiará a comunidade acadêmica do Campus Planaltina, através do aumento da oferta de cursos, permitindo maior abrangência de atuação da
escola, e melhorando os serviços prestados a comunidade.
O novo espaço está sendo projetado para atender a todas as normas vigentes de abate de aves de pequeno porte, com barreiras sanitárias, vestiários entre outras especificidades que garantem
segurança e conforto aos usuários. ","Atender a comunidade acadêmica do Campus Planaltina principalmente nos eixos relacionados aos cursos de agroecologia, biologia, agronomia e técnico em agropecuária. Os alunos terão um espaço para desenvolver estágios e vivência acadêmica/profissional.  A Construção do abatedouro irá trazer um ganho muito grande na qualidade de ensino do campus, além beneficiar a comunidade local do Distrito Federal com o compartilhamento do espaço para tender as necessidades dos produtores de pequeno porte.",2024-10-07,2026-03-16,2024-08-16,Construção,Obra,Cadastrada,DF,False,2024-08-16,INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA,Social,Educação,Educação,Federal,3334168.29
5514.53-01,CENARGEN - Caixa d'água na Fazenda Sucupira,71.701-970,"Contratação de empresa especializada em engenharia/arquitetura para FORNECIMENTO E INSTALAÇÃO DE CAIXA D'ÁGUA DE 50m3 TIPO TAÇA, COLUNA SECA situado no Campo experimental Fazenda Sucupira – processo SEI 21195.004382/2021-13. A razão do processo deve-se a necessidade de atendimento da demanda de água na Fazenda, irrigando pastos e fornecendo água a Sede e aos pastos do entorno, substituindo estrutura antiga. ","Viabilizar soluções de pesquisa, desenvolvimento e inovação para a sustentabilidade da agricultura, em benefício da sociedade brasileira.",2021-12-31,2022-03-31,2021-12-30,Construção,Obra,Concluída,DF,,2022-03-30,EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA,Administrativo,Administrativo,Obras em Imóveis de Uso Público,Federal,62000.0
7573.53-63,Unidades Móveis Operacionais dotadas de Sistema de Pesagem com Balança Portátil Estática e Balança Móvel Dinâmica e demais Equipamentos e Sistemas Associados - GO/DF E MS - LOTE 01,,"Execução de Serviços de Apoio Técnico à Coleta de Dados e Informações de Veículos Pesados que trafegam nas Rodovias Federais administradas pelo DNIT, através da Disponibilização e Manutenção de Unidades Móveis Operacionais dotadas de Sistema de Pesagem com Balança Portátil Estática e Balança Móvel Dinâmica e demais Equipamentos e Sistemas Associados nos Estados de Goiás, Distrito Federal e Mato Grosso do Sul, referente ao Lote 01.",preservação do pavimento das rodovias e consequente redução no custo de manutenção. ,2018-07-09,2023-07-09,2022-09-22,Ampliação,Obra,Cadastrada,DF,False,2022-09-22,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,32096287.41
7729.53-44,Unidades Móveis Operacionais dotadas de Sistema de Pesagem com Balança Portátil Estática e Balança Móvel Dinâmica e demais Equipamentos e Sistemas Associados - TO/MA - LOTE 04 ,,"Execução de Serviços de Apoio Técnico à Coleta de Dados e Informações de Veículos Pesados que trafegam nas Rodovias Federais administradas pelo DNIT, através da Disponibilização e Manutenção de Unidades Móveis Operacionais dotadas de Sistema de Pesagem com Balança Portátil Estática e Balança Móvel Dinâmica e demais Equipamentos e Sistemas Associados nos Estados do Tocantins e Maranhão, referente ao Lote 04.",Preservação do pavimento das rodovias e consequente redução no custo de manutenção.,2018-10-08,2022-11-11,2022-09-23,Ampliação,Obra,Cadastrada,DF,False,2022-09-23,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,18159206.12
7771.53-07,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE ESTACIONAMENTO EM PAVIMENTO INTERTRAVADO, DRENAGEM E OBRAS EXTERNAS.",,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE ESTACIONAMENTO EM PAVIMENTO INTERTRAVADO, DRENAGEM E OBRAS EXTERNAS.",Segurança Pública,2022-10-10,2023-01-10,2022-09-23,Construção,Obra,Cadastrada,DF,False,2022-09-23,DEPARTAMENTO DE POLICIA FEDERAL,Administrativo,Segurança Pública,Obras em Imóveis de Uso Público,Federal,1282580.7
7776.53-13,EXECUÇÃO DE OBRA DE REPAROS PONTUAIS E READEQUAÇÃO DAS INSTALAÇÕES FÍSICAS DA SUPERINTENDÊNCIA REGIONAL DE POLÍCIA FEDERAL NO DISTRITO FEDERAL,,EXECUÇÃO DE OBRA DE REPAROS PONTUAIS E READEQUAÇÃO DAS INSTALAÇÕES FÍSICAS DA SUPERINTENDÊNCIA REGIONAL DE POLÍCIA FEDERAL NO DISTRITO FEDERAL,Segurança Pública,2022-10-31,2023-01-31,2022-09-23,Reforma,Obra,Cadastrada,DF,False,2022-09-23,DEPARTAMENTO DE POLICIA FEDERAL,Administrativo,Segurança Pública,Preservação do Patrimônio,Federal,919915.73
4466.53-28,Obra de Desenvolvimento de Teste da Websis - Fabrica de Software - MDR,70067-901,Projeto de desenvolvimento do MDR para integrar com api do CIPI.,Habitar o envio de empreendimentos pelo MDR para o CIPI em lote.,2021-08-13,2021-08-18,2021-11-12,Reforma,Projeto de Investimento em Infraestrutura,Cadastrada,DF,,2021-11-12,JUSTICA FEDERAL,Social,Desenvolvimento,Saneamento,Federal,300000.0
5316.53-78,Muralhas PFBRA,70.297-400,"A execução de obras de Reforço da Segurança (Muro, Passarela, Torres de Vigilância e Posto de Controle) na Penitenciária Federal em Brasilía.",Aumentar a segurança da unidade com a prevenção de fuga por parte da alta cúpula das facções criminosas do país.,2021-03-08,2022-05-02,2021-12-20,Reforma,Obra,Cadastrada,DF,True,2021-12-20,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,Administrativo,Segurança Pública,Obras em Imóveis de Uso Público,Federal,24948552.41
4507.53-35,Obra de Desenvolvimento de Teste da Websis - Fabrica de Software - MDRR,70067-901,Projeto de desenvolvimento do MDR para integrar com api do CIPI.R,Habitar o envio de empreendimentos pelo MDR para o CIPI em lote.R,2021-08-13,2021-08-18,2021-11-16,Reforma,Projeto de Investimento em Infraestrutura,Cadastrada,DF,,2021-11-16,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,Social,Desenvolvimento,Saneamento,Federal,300000.0
12231.53-94,"Construção e Equipagem da Casa da Mulher Brasileira, tipo III, Sol Nascente",,"Construção da Casa da Mulher Brasileira, tipo III, na Região Administrativa de Sol Nascente-DF.","Mulheres em situação de violência doméstica, da RA do Sol Nascente. A cidade de Sol Nascente do DF, com uma população de 91.066 pessoas (CODEPLAN), está inserida entre às dez RA's de maior incidência e representam 64%
das ocorrências registradas no primeiro trimestre de 2020 (dados da SSP-DF). A evolução da rede de atendimento à mulher em situação de violência só pode ser entendida no âmbito de um esforço conjugado de órgãos federais, estaduais e municipais.. A Secretaria da Mulher do DF, nas suas diretrizes gerais visa garantir a ampliação e implementação dos serviços da rede de atendimento às mulheres em situação de violência. A construção da unidade da Casa da Mulher Brasileira no Sol Nascente, será o primeiro equipamento de atendimento à Mulher em situação de violência e funcionará como porta de entrada para outros serviços da rede, com o propósito de atuarem de forma articulada e integrada.. Acolher, proteger e acompanhar as mulheres em situação de violência doméstica  familiar, por meio, da integração dos diversos órgãos da rede de enfrentamento à violência, evitando a revitimização, bem como, a rota crítica.",2020-12-08,2025-07-30,2022-11-08,Construção,Obra,Concluída,DF,False,2025-08-19,SECRETARIA DE ESTADO DA MULHER DO DISTRITO FEDERAL,Social,Assistência Social,Casa da Mulher Brasileira,Federal,2203234.96
29429.53-78,CNPAE - Projeto PCCI,,Contratação de empresa especializada em engenharia e arquitetura para a elaboração/atualização de projetos básico e executivo de prevenção e combate a incêndio e projetos complementares para contratação futura das adequações necessárias à aprovação junto ao CBMDF,"Viabilizar soluções de pesquisa, desenvolvimento e inovação para a sustentabilidade da agricultura, em benefício da sociedade brasileira.",2023-12-11,2024-04-30,2023-12-08,Reforma,Projeto,Concluída,DF,False,2024-08-06,EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA,Administrativo,Administrativo,Preservação do Patrimônio,Federal,48799.85
11384.53-69,"contratação de empresa de arquitetura e/ou engenharia, especializada e habilitada para a prestação de serviços técnicos de elaboração de projetos executivos para construção da área de ocupação urbana ",,"contratação de empresa de arquitetura e/ou engenharia, especializada e habilitada para a prestação de serviços técnicos de elaboração de projetos executivos para construção da área de ocupação urbana não planejada, incluindo estudos e aprovações se pertinentes ao caso e projetos complementares, para uso em ministrações de aulas diversas na Academia Nacional de Polícia.",Segurança Pública,2022-11-03,2023-04-28,2022-10-26,Construção,Projeto,Cadastrada,DF,False,2022-10-26,DEPARTAMENTO DE POLICIA FEDERAL,Administrativo,Segurança Pública,Obras em Imóveis de Uso Público,Federal,47293.66
8509.53-20,AET,,"Serviços de apoio técnico à gestão de processamento de Autorizações Especiais de Trânsito - AET, análise para concessão de AET e manutenção de gerenciamento de Autorização Especial de Trânsito - SIAET.",Preservação do pavimento das rodovias e consequente redução no custo de manutenção. ,2019-04-02,2022-09-29,2022-09-28,Ampliação,Outros,Cadastrada,DF,False,2022-09-28,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,12353524.35
8513.53-14,AET ,,Execução dos serviços de apoio técnico à verificação de peso e dimensões em veículos superdimensionados (Grupo 03).,"Promover a verificação de peso e dimensões de veículos superdimensionados que tenham recebido concessão, com vistas a verificar a carga, as dimensões da carga, verificar o tipo de veículo utilizado para o transporte, bem como todos os condicionantes da legislação aplicável utilizada para a concessão da AET.",2019-04-02,2023-09-29,2022-09-28,Ampliação,Outros,Cadastrada,DF,False,2022-09-28,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,7537303.03
8726.53-42,"contratação de empresa especializada em elaboração de projeto e fornecimento de peças, componentes e serviços para instalação de usina solar fotovoltaica",,"Contratação de empresa especializada na (i) elaboração de projetos elétricos e mecânicos para a instalação e operação do sistema fotovoltaico junto à rede elétrica da Concessionária de Energia local; (ii) Obtenção de Licenças e/ou permissões especiais, junto aos órgãos competentes (ANEEL, CREA), que se façam necessárias para a aprovação, instalação e operação da planta fotovoltaica em paralelismo com a rede elétrica da concessionária local; (iii) Fornecimento e instalação dos equipamentos e acessórios para perfeita operação e monitoramento do sistema fotovoltaico; (iv) Montagem das estruturas de fixação e suporte dos painéis fotovoltaicos; Confecção de Quadros Elétricos CC (corrente contínua); (v) Confecção do aterramento necessário dos equipamentos que irão compor a usina fotovoltaica, tais como, estruturas metálicas, painéis fotovoltaicos e inversores;","Justifica-se pela necessidade de modernizar e diversificar a infraestrutura da rede elétrica, considerando a necessidade de reduzir os custos operacionais das edificações da Universidade de Brasília e pelo interesse em implementar ações de sustentabilidade na instituição.

A instalação de sistema fotovoltaico de geração de energia elétrica provém de ações da Universidade visando a eficiência energética da instituição e está elencada no Plano de Obras 2021, aprovado pelo CAD, em sua 405ª reunião ordinária em 10 de junho de 2021, processo SEI N. 23106.065389/2021-99. 

Destaca-se que esta iniciativa é alinhada com estratégias de eficiência energética definidas pelos Poderes Executivo e Legislativo e visa à redução de impactos ambientais, sociais e econômicos, resultantes da operação das edificações, através da utilização de fontes de energia renováveis.

Identificam-se iniciativas na esfera federal e distrital para fomentar sua adoção:

a) Na esfera federal, a Política Nacional de Energia Solar Fotovoltaica - PRONASOLAR, apresentando diretrizes, princípios e metas para a exploração da energia solar fotovoltaica com o objetivo de contribuir, entre outros, para:

I) A ampliação da sustentabilidade socioambiental, a proteção do meio ambiente, a promoção da conservação de energia elétrica e a redução das emissões de gases de efeito estufa na geração de energia elétrica, proporcionando melhoria da qualidade de vida da sociedade brasileira, em alinhamento aos compromissos do Brasil no âmbito do Acordo de Paris sob a Convenção-Quadro das Nações Unidas sobre a Mudança do Clima;

II) O aumento da segurança de suprimento e a diversificação renovável da matriz elétrica brasileira, por meio do aproveitamento do vasto recurso solar brasileiro.

Essas estratégias visam a fomentar a geração de energia solar fotovoltaica como ferramenta de: i) geração de energia elétrica renovável e sustentável; ii) redução de gastos com energia elétrica pela população, empresas e poder público; iii)",2022-10-19,2023-10-24,2022-09-29,Construção,Obra,Cadastrada,DF,False,2022-09-29,FUNDACAO UNIVERSIDADE DE BRASILIA,Econômico,Energia,"Empreendimento de Transmissão de Energia Elétrica, Usina",Federal,2902400.0
8885.53-03,Divisão do Pátio de Sol - PFBRA,70.297-400,construção de muro em estrutura de concreto armado para divisão do pátio de sol das quatro vivências da Penitenciária Federal em Brasília / DF.,"Em um turno, seria possível a aplicação do banho de sol em todas as vivências em apenas um turno, onde o outro seria dedicado exclusivamente ao atendimento das assistências como atendimentos médicos, odontológicos e psicológico aos internos, além das visitas (sociais e atendimento jurídico).",2022-11-01,2023-07-01,2022-09-30,Construção,Obra,Cadastrada,DF,True,2022-09-30,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,Administrativo,Segurança Pública,Obras em Imóveis de Uso Público,Federal,681390.59
6480.53-70,instalação de mini usina geradora de energia fotovoltaica,70.610-200,"Contratação de empresa especializada em serviços técnicos de engenharia comum para
instalação de mini usina geradora de energia fotovoltaica de até 1.100 kWp no terreno (solo) do CENSIPAM com
elaboração de projetos executivos e orçamento detalhado, fornecimento de material (Painéis Fotovoltaicos para 1100KWp
de no mínimo 400w cada, inversores trifasicos com no mínimo 935kw de potência nominal total, estrutura de fixação,
dutagem, cabeamento, quadros de proteção (adequado para instalação elétrica de baixa e média tesão), subestação
elevadora, aterramento, cercamento da área, terraplanagem com colocação de brita do terreno onde ficaram as placas
fotovoltaicas, canteiro de obras), Infraestrutura Elétrica e Civil, mão de obra, ferramental e todos os equipamentos
necessários à perfeita realização dos serviços. Projetos com suas ART e da obra inclusas, testes, montagens e
comissionamento, treinamento e regularização junto a distribuidora de energia de Brasília.",REDUZIR CUSTOS DE ENERGIA ELÉTRICA,2022-08-15,2023-08-15,2022-08-08,Construção,Obra,Cancelada,DF,False,2024-07-22,MINISTÉRIO DA DEFESA,Administrativo,Administrativo,Subestação,Federal,5840000.0
4058.53-58,Cisterna,70.673-900,"Contratação de serviço comum de engenharia, para recuperação e adequação do reservatório de concreto apoiado sob solo (cisterna) no Hospital das Forças Armadas, que será prestado nas condições estabelecidas no Termo de Referência.","As adequações da cisterna e da Taça da cozinha, colocará o HFA em uma situação confortável em relação a reservação de água potável já que a cisterna encontra-se hoje inoperante devido aos problemas estruturais que causa a contaminação da água e da mesma forma encontra-se a Taça da cozinha do HFA , que encontra-se operante devido a necessidade, porém comprometendo a qualidade da água. Importante destacar que com a adequação da Taça da Cozinha, esta passara a alimentar também a Caldeira do HFA, trazendo mais segurança aos profissionais no atendimento aos nossos pacientes, já que em várias situações houve risco de desabastecimento na caldeira devido as constantes quedas na pressão da água.",2020-12-19,2022-05-27,2021-10-05,Recuperação,Obra,Concluída,DF,,2022-05-27,FUNDO DE ADMINISTRACAO DO HFA,Econômico,"Infraestrutura Hídrica, Portos, Hidrovia",Abastecimento de Água,Federal,582072.58
9877.53-40,CFTV/CAI - Circuito Fechado de Televisão/Controle de Acesso Integrado. ,70.297-400,"Contratação de empresa especializada para prestação dos serviços de elaboração de projetos para a automação do edifício sede do Fundo Nacional de Desenvolvimento da Educação–FNDE, incluindo os sistemas de climatização, detecção e combate a incêndio, sistema de recalque de esgoto e águas pluviais, elevadores e sistema de iluminação, bem como a elaboração de projeto com emissão de Laudo técnico para os sistemas de Circuito fechado de Televisão- CFTV e Controle de acesso Integrado-CAI instalados no Edifício Sede e no Depósito (DEBRA) do FNDE","Função de resguardar o patrimônio público, possibilitando maior segurança e proteção ao edifício; aos colaboradores e público que se utilizada das dependências da Autarquia. Ademais, a automação do serviço do sistema de incêndio fará com que as dependências deste FNDE se adequem, da melhor forma, as legislações que regem os sistemas de combate a incêndio.",2022-11-01,2023-01-31,2022-10-11,Reforma,Projeto de Investimento em Infraestrutura,Cadastrada,DF,False,2022-10-11,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,Administrativo,Administrativo,Preservação do Patrimônio,Federal,64395.0
9879.53-74,CANAL DO RODEADOR,,Revitalização do trecho final do canal principal do Rodeador.,"96 produtores rurais, seus familiares e trabalhadores do Projeto de Colonização Alexandre de Gusmão, INCRA 06, Brazlândia-DF, usuários do canal de irrigação do Rodeador pelo manancial do Descoberto.. Perdas na condução de água para irrigação e falta de água
para abastecimento das propriedades rurais, prejudicando a produção agrícola nas épocas de seca.. Garantir aos produtores usuários do canal o fornecimento de água para a produção agrícola e a diminuição do impacto com a redução da retirada de água pelo canal do ribeirão Rodeador, principal formador do lago do Descoberto, responsável pelo abastecimento de 60% da população do Distrito federal.",2020-12-30,2023-12-30,2022-10-11,Construção,Projeto de Investimento em Infraestrutura,Em execução,DF,False,2022-07-02,"SECRETARIA DE ESTADO DA AGRICULTURA, ABASTECIMENTO E DESENVOLVIMENTO RURAL DO DISTRITO FEDERAL",Social,"Infraestrutura Hídrica, Portos, Hidrovia",Abastecimento de Água,Federal,5990000.0
50663.53-83,Obra de Construção da Praça Maior - Aula Magna,,"O objeto desta contratação é a construção da Praça Maior - Aula Magna da UnB, localizado no Setor Centro do Campus Universitário Darcy Ribeiro, da Universidade de Brasília, em Brasília/DF, conforme projeto e especificações técnicas.","A construção de um espaço para grandes eventos é uma demanda histórica da Universidade de Brasília, já prevista nos croquis originais dos Arquitetos Oscar Niemeyer e Lúcio Costa.

A demanda foi tema de concurso acadêmico promovido em 2010/2011 que resultou na proposta vencedora da equipe composta pelos arquitetos e urbanistas Matheus Gorovitz (coordenador), Cláudia Garcia, Eder Alencar e Ana Carolina Vaz, que apresentou como solução a implementação de um grande complexo destinado a convenções, que abrigue ainda espaços para hospedagem e alimentação.

A intenção da proposta é possibilitar à universidade ampliar sua participação no circuito de eventos científicos e culturais do país e oferecer à comunidade maior acesso ao conhecimento e participação no debate das novas ideias.

A Praça Maior é composta por três edificações, a saber, Centro de Convenções, Aula Magna e Hotel. São complementadas e articuladas pelas áreas de paisagismo, pavimentação e sistema viário, totalizando 136.521,43m² de área ocupada.

Considerando o elevado custo estimado da construção do complexo em sua totalidade, opta-se por edificar o complexo em etapas, elegendo-se inicar pela Aula Magna, visto que representa uma parcela do programa de necessidades que é capaz de suprir a necessidade imediata de disponibilizar espaços com características de desempenho adequadas à realização de eventos culturais e cerimoniais da Universidade de Brasília.

A solução proposta prevê a execução parcial do projeto arquitetônico apresentado pela equipe vencedora do concurso acadêmico, com foco na execução da Aula Magna, situada na Praça Maior do Campus Universitário Darcy Ribeiro. Este espaço é composto por foyer, plateia - principal, balcão lateral, balcão superior e balcão superior lateral, cabines de som e tradução, palco, camarins, além de outras áreas técnicas e de apoio - sanitários, copa, administrativos, etc.",2025-01-02,2030-01-02,2024-12-26,Construção,Obra,Cadastrada,DF,False,2024-12-26,FUNDACAO UNIVERSIDADE DE BRASILIA,Administrativo,Educação,Obras em Imóveis de Uso Público,Federal,90048336.04
4611.53-09,Obra de Desenvolvimento de Teste da Websis - Fabrica de Software - MDR.R,70067-901,Projeto de desenvolvimento do MDR para integrar com api do CIPI.R,Habitar o envio de empreendimentos pelo MDR para o CIPI em lote.R,2021-11-16,2021-11-17,2021-11-18,Reforma,Projeto de Investimento em Infraestrutura,Cadastrada,DF,,2021-11-18,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,Social,Desenvolvimento,Saneamento,Federal,3000000.0
51512.53-11,"Instalação de poços e cisternas nos estados do Mato Grosso, Pará e no Distrito Federal  [Sede] em 2025",,Garantir a segurança hídrica por meio da implantação de poços e cisternas para fornecimento de água potável.,Garantir o fornecimento de água potável para consumo humano e atividades domésticas promovendo a qualidade de vida das populações e dessedentação animal.,2025-01-01,2025-12-31,2025-02-05,Construção,Projeto de Investimento em Infraestrutura,Cadastrada,DF,,2025-02-05,COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA,Social,"Infraestrutura Hídrica, Portos, Hidrovia",Implantação de Cisternas,Federal,0.01
34807.53-08,Ed nº 628/2023 - Elaboração dos Estudos Ambientais (EIA/RIMA/PBA/ASV) e Projeto de Engenharia (Básico e Executivo) de Adequação de Capacidade da Rodovia BR-104/PB,,"Contratação de empresa especializada para a Elaboração dos Estudos Ambientais (EIA/RIMA/PBA/ASV) e Projeto de Engenharia (Básico e Executivo) de Adequação de Capacidade da Rodovia BR-104/PB (Norte), contemplando a implantação dos Contornos dos municípios de Remígio/PB, Esperança/PB e São Sebastião de Lagoa de Roça/PB, bem como da Alça Nordeste de Campina Grande / PB, conforme condições, quantidades e exigências estabelecidas neste instrumento e em seus apêndices.",Ampliação da capacidade de trafego visando a melhoria da segurança do usuário,2024-02-21,2025-08-14,2024-02-27,Construção,Projeto,Cadastrada,DF,False,2024-02-27,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,1738293.68
10626.53-23,TED nº 679/2020 - Aprimoramento de métodos mecanístico-empíricos no dimensionamento de pavimentos; Plataforma integrada de estruturação e análise de dados através da Inteligência Artificial,,"Aprimoramento de métodos mecanístico-empíricos no dimensionamento de pavimentos; Plataforma integrada de
estruturação e análise de dados através da Inteligência Artificial e Avaliação de resultados de campo em relação
aos previstos em projeto e elaboração de modelo de certificação de obras.",Ampliação da capacidade de trafego visando a melhoria da segurança do usuário,2020-11-12,2025-11-12,2022-10-18,Construção,Estudo,Cadastrada,DF,False,2022-10-18,UNIVERSIDADE FEDERAL DO CEARÁ,Econômico,Rodovia,Acessos Terrestres,Federal,6334247.4
